,ResponseName,ReleaseDate,RequiredAge,DLCCount,Metacritic,MovieCount,RecommendationCount,ScreenshotCount,SteamSpyOwners,SteamSpyPlayersEstimate,PriceFinal,GenreScore,PlatformScore,CategoryScore
6089,Knight & Damsel,Aug 20 2015,0,1,0,4,0,5,0,0,3.99,3,1,1
6090,STAR WARS(tm) X-Wing vs TIE Fighter - Balance of Power Campaigns(tm),Apr 28 2015,0,0,0,1,0,6,154599,32821,9.99,1,1,2
6091,Mortal Kombat: Legacy: Jax Sonya and Kano (Part 2),Jun 24 2016,17,0,0,0,0,0,0,0,0.0,0,3,0
6092,Mortal Kombat: Legacy: Johnny Cage,Jun 24 2016,17,0,0,0,0,0,0,0,0.0,0,3,0
6093,Mortal Kombat: Legacy: Kitana & Mileena (Part 1),Jun 24 2016,17,0,0,0,0,0,0,0,0.0,0,3,0
6094,Mortal Kombat: Legacy: Kitana & Mileena (Part 2),Jun 24 2016,17,0,0,0,0,0,0,0,0.0,0,3,0
6095,Mortal Kombat: Legacy: Raiden,Jun 24 2016,17,0,0,0,0,0,0,0,0.0,0,3,0
6096,Mortal Kombat: Legacy: Scorpion and Sub-Zero (Part 1),Jun 24 2016,17,0,0,0,0,0,0,0,0.0,0,3,0
6097,Mortal Kombat: Legacy: Scorpion and Sub-Zero (Part 2),Jun 24 2016,17,0,0,0,0,0,0,0,0.0,0,3,0
6098,Mortal Kombat: Legacy: Cyrax & Sektor,Jun 24 2016,17,0,0,0,0,0,0,0,0.0,0,3,0
6099,Tree of Life,May 27 2015,0,1,0,3,4798,15,81066,78734,19.99,4,1,2
6100,in Space,Apr 27 2015,0,0,0,1,104,11,15065,10402,0.99,2,1,1
6101,Portal of Evil: Stolen Runes Collectors Edition,May 26 2015,0,0,0,1,0,9,46990,6995,5.24,2,1,1
6102,Chronostorm: Siberian Border,Nov 20 2015,0,0,0,1,0,12,2690,1435,0.99,1,1,1
6103,Farm Frenzy: Hurricane Season,Jul 3 2015,0,0,0,1,0,8,2511,2152,6.99,3,2,1
6104,MOAI 2: Path to Another World,Jul 16 2015,0,0,0,1,0,7,2332,1435,7.99,4,1,1
6105,Weather Lord: The Successors Path,May 7 2015,0,0,0,1,0,6,1793,1076,4.99,4,1,1
6106,Lakeview Cabin Collection,Apr 9 2015,0,0,70,3,501,7,43403,33897,9.99,1,2,1
6107,Queen At Arms,Feb 3 2016,0,0,0,1,0,19,2134,1067,24.99,4,3,1
6108,Mysteries & Nightmares: Morgiana,Apr 13 2015,0,0,0,1,0,5,535,535,7.99,2,1,1
6109,Metal Reaper Online,Sep 17 2015,0,6,0,2,458,8,214143,93620,0.0,2,1,1
6110,Siralim,Apr 24 2015,0,1,0,1,179,14,22777,14707,9.99,2,3,1
6111,Ashes of Immortality,Jun 26 2015,0,0,0,1,0,8,4663,2690,9.99,4,1,1
6112,Ashes of Immortality II,Aug 28 2015,0,0,0,1,0,7,5201,3049,6.99,4,1,1
6113,Sydneys World,Feb 1 2016,0,0,0,7,0,6,1255,1076,4.99,1,1,1
6114,Mortal Kombat: Legacy II: Reunited in Macau,Jun 24 2016,17,0,0,0,0,0,0,0,0.0,0,3,0
6115,Mortal Kombat: Legacy II: The Fall of Liu Kang,Jun 24 2016,17,0,0,0,0,0,0,0,0.0,0,3,0
6116,Mortal Kombat: Legacy II: Kenshis Origin,Jun 24 2016,17,0,0,0,0,0,0,0,0.0,0,3,0
6117,Mortal Kombat: Legacy II: Kenshi Encounters Ermac,Jun 24 2016,17,0,0,0,0,0,0,0,0.0,0,3,0
6118,Mortal Kombat: Legacy II: Kitana and Mileena,Jun 24 2016,17,0,0,0,0,0,0,0,0.0,0,3,0
6119,Mortal Kombat: Legacy II: Johnny Cage,Jun 24 2016,17,0,0,0,0,0,0,0,0.0,0,3,0
6120,Mortal Kombat: Legacy II: Scorpion and Sub-Zero (Part 1),Jun 24 2016,17,0,0,0,0,0,0,0,0.0,0,3,0
6121,Mortal Kombat: Legacy II: Scorpion and Sub-Zero (Part 2),Jun 24 2016,17,0,0,0,0,0,0,0,0.0,0,3,0
6122,Mortal Kombat: Legacy II: Liu Kang,Jun 24 2016,17,0,0,0,0,0,0,0,0.0,0,3,0
6123,Mortal Kombat: Legacy II: Liu Kang and Kung Lao,Jun 24 2016,17,0,0,0,0,0,0,0,0.0,0,3,0
6124,The Living Dungeon,Nov 2 2015,0,1,0,2,0,15,14707,9147,19.99,4,1,2
6125,Dungeon League,Jul 23 2015,0,0,0,1,0,10,3049,1973,9.99,4,3,1
6126,Boss Monster,Apr 28 2016,0,3,0,1,210,5,17576,15783,4.99,3,1,2
6127,Dog Fight,Jan 25 2016,0,0,0,1,0,7,0,0,9.99,3,2,3
6128,Push Me Pull You,Jul 14 2016,0,1,0,3,0,9,0,0,14.99,3,3,1
6129,Regimental Chess,Apr 29 2015,0,0,0,1,101,5,97028,27620,0.0,2,2,1
6130,Adams Venture Chronicles,Aug 3 2015,0,0,0,1,0,31,30669,8788,14.99,2,1,1
6131,Exanima,Apr 29 2015,0,0,0,1,1788,12,57213,53984,14.99,6,1,1
6132,High On Racing,May 25 2015,0,0,0,1,127,9,91648,65463,4.99,2,1,1
6133,Software Inc.,May 1 2015,0,0,0,1,1114,6,55957,54702,13.99,4,3,1
6134,Blue Rose,Apr 23 2015,0,0,0,1,103,9,42506,24212,19.99,3,3,1
6135,Fran Bow,Aug 27 2015,0,1,70,1,1639,15,164464,82680,14.99,2,3,1
6136,Age of Enigma: The Secret of the Sixth Ghost,May 11 2015,0,0,0,1,0,7,10402,1614,9.99,1,1,1
6137,Marmoset Toolbag 2,Aug 17 2015,0,0,0,3,0,6,803,803,149.0,1,2,0
6138,18 Wheels of Steel: Extreme Trucker 2,May 8 2015,0,0,0,1,0,5,7533,3228,9.99,1,1,1
6139,Word Wonders: The Tower of Babel,May 8 2015,0,0,0,1,0,5,1973,537,4.99,1,1,1
6140,Cadence,2016,0,0,0,1,0,5,0,0,0.0,2,2,2
6141,Fighties,Jul 13 2015,0,0,0,2,222,7,12913,10044,4.99,2,2,3
6142,3D MiniGolf,May 29 2015,0,0,0,1,0,12,7712,2511,9.99,2,2,2
6143,Sylvio,Jun 5 2015,0,1,0,1,0,6,5201,2870,12.99,2,2,1
6144,RPG Maker 2003,Apr 24 2015,0,0,0,1,128,22,24750,15245,19.99,1,1,0
6145,Black Mesa,May 5 2015,0,0,86,2,5739,15,321036,258084,19.99,4,1,4
6146,Atlantis 2: Beyond Atlantis,Apr 17 2015,0,0,0,1,0,5,10223,1614,3.99,1,2,1
6147,Garfield Kart,Oct 16 2015,0,0,0,1,432,10,20446,6815,1.49,1,2,1
6148,Courier of the Crypts,May 21 2015,0,0,0,1,0,9,1435,1351,11.99,4,2,1
6149,Tyranny,Coming Soon!,0,0,0,2,0,7,108506,102947,0.0,2,3,1
6150,IPackThat,Oct 6 2015,0,1,0,6,0,11,1070,1070,64.99,1,1,0
6151,Lets Explore the Airport (Junior Field Trips),Apr 24 2015,0,0,0,1,0,8,14527,1435,6.99,1,3,1
6152,Lets Explore the Farm (Junior Field Trips),Apr 24 2015,0,0,0,1,0,8,15065,1255,6.99,1,3,1
6153,Lets Explore the Jungle (Junior Field Trips),Apr 24 2015,0,0,0,1,0,9,14886,2408,6.99,1,3,1
6154,NOBUNAGAS AMBITION: Kakushin with Power Up Kit / Xin Chang noYe Wang Ge Xin  with pawaatsupukitsuto,Jun 25 2015,0,0,0,1,0,8,2511,1793,54.99,1,1,1
6155,NOBUNAGAS AMBITION: Tendou with Power Up Kit / Xin Chang noYe Wang Tian Dao  with pawaatsupukitsuto,Jun 25 2015,0,0,0,1,0,8,1255,540,54.99,1,1,1
6156,Toukiden: Kiwami,Jun 25 2015,0,3,0,1,740,5,19549,16859,59.99,1,1,2
6157,ROMANCE OF THE THREE KINGDOMS 13 / San Guo Zhi 13,Jan 27 2016,0,15,0,1,1526,7,143659,141507,47.99,1,1,1
6158,Tenshu General,Dec 1 2015,0,0,0,2,0,7,5022,3408,5.99,3,3,2
6159,Virus Jigglin Fever,May 5 2015,0,0,0,1,0,5,2690,0,1.99,2,1,1
6160,Ghost in the Machine,Apr 22 2015,0,0,0,1,0,8,3946,1088,4.99,2,3,2
6161,Caveman Craig,Aug 28 2015,0,0,0,1,0,10,13451,6815,10.99,3,2,2
6162,O3DX,Jan 22 2016,0,0,0,2,0,7,7174,3228,9.99,3,2,1
6163,Mind Snares: Alices Journey,Apr 23 2015,0,0,0,1,254,8,47528,24033,9.99,2,3,1
6164,Interstellar Rift,Jun 23 2015,0,0,0,4,263,18,16859,16321,14.99,4,1,4
6165,Always The Same Blue Sky...,May 21 2015,0,1,0,1,152,9,20625,11120,2.99,3,3,1
6166,Leap of Fate,Mar 30 2016,0,1,80,2,132,7,8429,6098,15.99,0,1,1
6167,D Series OFF ROAD Racing Simulation,May 19 2015,0,0,0,2,0,21,717,717,17.99,2,1,1
6168,Mega Man Legacy Collection / rotsukuman kurashitsukusu korekushiyon,Aug 24 2015,0,0,85,1,876,7,71740,62952,14.99,1,1,1
6169,Spermination,Apr 29 2015,0,0,0,3,300,5,16141,10582,2.99,3,3,2
6170,Grave Prosperity: Redux- part 1,Apr 17 2015,0,0,0,2,101,15,151909,8429,0.0,3,1,1
6171,Escape Machines,Apr 14 2015,0,0,0,1,491,6,104381,64387,0.99,6,1,2
6172,Ossuary,May 27 2015,0,0,0,1,0,5,1973,538,9.99,2,2,1
6173,STAR-BOX: RPG Adventures in Space,Aug 17 2015,0,2,0,1,0,29,13093,6995,4.99,6,1,1
6174,Goliath,May 12 2016,0,2,57,3,177,8,10940,9326,19.99,4,1,1
6175,Robot Arena III,Jun 20 2016,0,0,0,3,195,6,3049,2511,19.99,2,1,2
6176,Kenney Game Assets,May 8 2015,0,0,0,1,0,5,2408,2140,9.99,1,3,0
6177,PING 1.5+(tm),Aug 13 2015,0,0,0,1,0,7,6636,3228,4.99,1,3,1
6178,Holy Potatoes! A Weapon Shop?!,Jul 13 2015,0,1,69,1,754,20,128235,86626,14.99,2,3,1
6179,Botology,Jun 24 2015,0,4,0,0,156,11,28337,18114,1.99,2,1,1
6180,Tea Party Simulator 2015(tm),Apr 23 2015,0,0,0,1,616,7,114066,87523,9.99,3,3,2
6181,Hackers Beat,Sep 25 2015,0,0,0,1,0,14,2332,1973,9.99,2,1,2
6182,Island Flight Simulator,Apr 17 2015,0,0,0,1,0,11,1255,897,9.99,1,2,1
6183,Seeders,Aug 21 2015,0,0,0,2,0,13,10582,4842,4.99,1,1,3
6184,Battlefleet Gothic: Armada,Apr 21 2016,0,1,77,4,2429,7,195670,188676,39.99,1,1,2
6185,Egg Returns Home,May 5 2015,0,0,0,1,439,6,29593,22060,1.99,1,3,1
6186,RPG Maker MV,Oct 23 2015,0,24,0,1,977,8,72457,66718,79.99,1,2,0
6187,Super Goo Goo,Apr 16 2015,0,1,0,1,0,6,1255,0,2.99,2,2,1
6188,SWR JST DX Selective Memory Erase Effect,Apr 20 2015,0,0,0,1,0,8,9864,4125,4.99,2,1,1
6189,Dead Age,Jul 14 2016,0,0,0,1,146,8,15424,13631,14.99,8,1,1
6190,Solar Shifter EX,Sep 11 2015,0,1,0,1,0,6,19011,6995,8.99,2,3,1
6191,Windscape,Sep 1 2016,0,0,0,1,0,11,1614,1891,16.99,5,1,1
6192,Devils & Demons,Oct 6 2015,0,0,0,1,0,5,18473,3228,9.99,2,1,1
6193,Clicker Heroes,May 13 2015,0,0,0,1,33323,5,4549920,3427729,0.0,7,2,1
6194,Forget Me Not: My Organic Garden,Aug 21 2015,0,0,0,1,121,9,8071,6995,9.99,2,2,1
6195,Face It - A game to fight inner demons,Jul 9 2015,0,0,0,2,1043,18,53267,33538,3.99,4,1,1
6196,Capsule Force,Aug 25 2015,0,0,0,1,0,10,12734,2511,4.99,2,3,3
6197,Space Robot Samurai Zombie Slayer,May 21 2015,0,0,0,1,0,5,8250,2162,1.99,2,2,1
6198,Swordsman,Jan 28 2016,0,0,0,3,427,8,328389,146887,0.0,4,1,2
6199,Ride the Bullet,May 22 2015,0,0,0,1,0,12,4304,540,3.99,2,3,1
6200,ASDAD: All-Stars Dungeons and Diamonds,Oct 1 2015,0,0,0,1,0,7,6995,717,6.99,1,2,1
6201,Farabel,Oct 14 2016,0,0,0,1,0,12,803,1067,0.0,3,3,1
6202,Sierra Ops,Sep 2016,0,0,0,2,0,6,0,0,0.0,4,1,1
6203,Lucius Demake,Aug 8 2016,0,0,0,2,0,7,11658,4842,4.99,4,2,1
6204,liquivid,Apr 20 2015,0,0,0,2,0,6,4663,1973,9.99,1,2,0
6205,XIIZEAL,Jun 5 2015,0,1,0,2,0,10,3228,2152,11.99,1,1,2
6206,Warlocks Citadel,Oct 9 2015,0,0,0,1,0,9,0,0,5.99,4,3,1
6207,Lilly and Sasha: Curse of the Immortals,Apr 28 2015,0,0,0,1,311,8,144735,79631,4.99,3,1,1
6208,Space Rogue,Sep 15 2016,0,1,0,1,136,10,6995,6457,19.99,3,2,1
6209,The Apotheosis Project,Jul 10 2015,0,0,0,1,0,8,13451,7353,3.99,2,2,1
6210,Total War: WARHAMMER,May 24 2016,0,4,86,3,18583,16,979428,962928,59.99,2,1,2
6211,The Sheltered,Apr 23 2015,0,0,0,2,0,6,1614,537,1.99,3,1,1
6212,CINEVEO - VR Cinema,Apr 24 2015,0,0,0,2,0,17,6995,6277,9.99,1,1,3
6213,Downfall,Feb 15 2016,18,1,75,2,227,12,5739,4484,9.37,2,2,1
6214,Roguelands,Jun 13 2016,0,0,0,1,1492,5,176659,129132,9.99,4,3,3
6215,Freshman Year,Apr 20 2015,0,0,0,1,178,5,63848,7174,0.0,1,2,1
6216,Red Goblin: Cursed Forest,May 15 2015,0,0,0,1,0,6,11299,3408,4.99,2,1,1
6217,Endless Dead,2017,0,0,0,1,0,11,0,0,0.0,3,1,3
6218,Transcendence,Jul 24 2015,0,0,0,1,0,20,3408,2690,8.99,3,1,1
6219,FreeCell Quest,Oct 19 2015,0,0,0,1,0,6,4663,3587,9.99,4,3,1
6220,Luminoso,Apr 17 2015,0,0,0,1,0,8,1435,803,4.99,2,1,2
6221,Skyflower,Jun 25 2015,0,0,0,1,0,5,19190,1435,2.99,7,1,2
6222,SUPER DISTRO,Jul 22 2015,0,0,0,1,929,5,184551,115680,0.99,3,1,1
6223,Dawn of the Plow,Nov 2 2015,0,0,0,1,0,12,0,0,3.99,2,3,1
6224,Wonky Pigeon!,Nov 26 2015,0,0,0,2,0,8,10223,2152,4.99,2,3,2
6225,Reagan Gorbachev,Feb 24 2016,0,0,0,1,0,11,897,803,4.99,2,1,2
6226,Hacker Evolution Source Code,May 11 2015,0,0,0,1,0,6,9506,1973,24.99,1,1,1
6227,Super Furball,Apr 21 2015,0,0,0,1,0,9,9326,5380,3.99,3,1,1
6228,Voyage to Farland,Jun 2 2015,0,0,0,1,0,10,4125,1793,5.99,3,3,1
6229,Star Trek(tm): Judgment Rites,May 8 2015,0,0,0,2,0,6,8250,4125,5.99,3,1,1
6230,Star Trek(tm): Starfleet Academy,May 8 2015,0,0,0,1,0,7,9147,7174,5.99,3,1,3
6231,BLEAK: Welcome to Glimmer,Apr 8 2016,0,1,0,1,0,6,4663,2690,7.99,2,3,1
6232,N2O: Nitrous Oxide,Jun 29 2015,0,0,0,2,0,5,3049,2332,4.99,2,1,1
6233,StartBolita - Simplemente un rompecabezas,Jul 30 2015,0,0,0,1,0,5,3766,0,3.99,2,1,1
6234,Genesis of Drones,May 24 2016,0,0,0,1,0,6,17038,1076,3.99,3,1,1
6235,The Lost Battalion: All Out Warfare,Apr 23 2015,0,0,0,1,0,5,7712,4125,0.99,3,1,1
6236,Red Bit Ninja,Apr 30 2015,0,0,0,1,0,5,8429,4842,4.99,2,1,1
6237,Koi-Koi Japan [Hanafuda playing cards],Apr 27 2015,0,2,0,1,393,11,30669,19908,9.99,1,2,2
6238,Pony World 3,Apr 27 2015,0,0,0,1,216,12,4304,2870,4.99,2,1,1
6239,Restricted-RPS - All Aboard The Icarus,Jun 24 2016,0,0,0,3,0,11,803,533,7.99,3,2,1
6240,CopperCube 5 Game Engine,May 1 2015,0,1,0,1,0,9,0,0,99.99,1,1,1
6241,Bunker Constructor,Jun 24 2016,0,0,0,1,0,5,2690,538,4.99,3,1,1
6242,Gynophobia,Jul 31 2015,0,0,0,1,262,7,18294,11658,3.99,3,2,1
6243,Escape,Apr 20 2015,0,0,0,1,288,6,162491,76403,0.0,3,1,1
6244,Titanis,Jun 8 2015,0,0,0,1,0,6,3228,544,4.99,4,1,1
6245,One Manga Day,May 4 2015,0,2,0,1,819,11,155317,56674,0.0,5,3,1
6246,Unheard Screams - King Leopold IIs Rule Over The Congo,May 11 2015,0,0,0,2,0,10,5919,544,2.99,2,1,1
6247,Super Snow Fight,Nov 24 2015,0,0,0,1,0,7,3408,1076,4.99,2,1,2
6248,After All,Apr 20 2015,0,0,0,1,0,5,897,537,0.99,2,1,1
6249,Curse of the Crescent Isle DX,Aug 21 2015,0,0,0,2,0,5,5201,3049,4.99,3,3,2
6250,DREAMFLIGHT VR,May 21 2015,0,0,0,1,0,11,4125,544,4.99,2,1,2
6251,Go Home - Rage incoming,Aug 3 2015,0,0,0,1,0,7,5919,539,4.99,1,3,2
6252,Kona,Mar 10 2016,0,0,0,2,321,12,18114,14886,9.99,3,3,1
6253,TASTEE: Lethal Tactics,May 10 2016,0,1,0,2,120,13,13451,9506,14.99,2,1,2
6254,LOUD on Planet X,Apr 19 2016,0,0,72,1,0,6,0,0,7.99,3,2,1
6255,Hollywood Visionary,May 1 2015,0,0,0,1,0,5,3587,3049,4.99,2,3,1
6256,Galaxy Union,Jun 1 2015,0,0,0,1,0,7,535,537,4.99,1,1,1
6257,Crash Dive,Jul 6 2015,0,0,0,1,0,7,9147,5022,6.99,2,1,1
6258,Shadow Hunter,Apr 20 2015,0,0,0,1,0,38,75506,11299,0.0,4,1,1
6259,Alexia Crow and the Cave of Heroes,May 4 2015,0,0,0,1,0,6,6098,2511,5.99,3,1,1
6260,House of Nightmares B-Movie Edition,Apr 22 2015,0,0,0,4,0,12,533,0,9.99,2,1,1
6261,Transmissions: Element 120,Jun 16 2016,0,0,0,1,3594,7,537331,346324,0.0,3,2,2
6262,Organ Biker,Jun 1 2015,0,0,0,1,0,6,11299,7174,0.99,4,1,1
6263,Quadrant,May 26 2015,0,1,0,1,0,17,4304,2511,9.99,1,2,1
6264,Jump/Boxer,Apr 24 2015,0,0,0,1,0,6,7533,1435,0.99,2,1,1
6265,The Way of the Pixelated Fist,Apr 27 2015,0,0,0,1,0,14,5201,539,1.99,3,1,1
6266,How to Take Off Your Mask,Jul 10 2015,0,1,0,2,0,6,6457,3946,14.99,4,2,1
6267,Battle Brothers,Apr 27 2015,0,0,0,2,978,11,35511,33180,19.99,4,1,1
6268,Spoko and Poko,May 11 2015,0,0,0,1,0,6,2690,0,3.99,5,2,1
6269,Apollo4x,May 5 2015,0,0,0,2,0,7,11658,8250,9.99,7,1,2
6270,Everything is Black and White,Apr 23 2015,0,0,0,2,0,5,0,0,1.99,1,1,1
6271,Platfinity(tm),May 25 2016,0,0,0,1,0,7,2332,1435,9.99,1,1,1
6272,Hacknet,Aug 12 2015,0,2,82,1,3577,13,301487,228671,9.99,2,3,1
6273,CHARIOT WARS,May 25 2015,0,0,0,1,0,14,0,0,6.99,1,1,2
6274,Ravenmark: Scourge of Estellion,Sep 10 2015,0,0,75,3,0,12,12913,5739,7.49,2,1,1
6275,quadrant,May 1 2015,0,0,0,1,0,6,0,0,3.99,1,3,1
6276,Flip,Feb 15 2016,0,0,0,2,0,10,0,0,5.99,2,1,1
6277,Battle of the Bulge,Sep 17 2015,0,0,0,1,0,8,7891,3946,9.99,1,2,2
6278,Beeswing,May 8 2015,0,0,0,1,0,5,1435,1076,4.99,1,1,1
6279,Tom Clancys The Division(tm),Mar 7 2016,17,7,0,4,29451,4,931362,912710,59.99,3,1,3
6280,WarBirds - World War II Combat Aviation,May 5 2015,0,0,0,1,0,17,4304,1973,14.99,4,1,2
6281,OlliOlli2: Welcome to Olliwood,Aug 11 2015,0,1,82,1,223,9,61696,25826,14.99,3,3,2
6282,Blender,Apr 24 2015,0,0,0,3,2916,9,872894,582886,0.0,1,3,0
6283,BRAWL,Aug 13 2015,17,0,0,2,0,10,11658,6815,14.99,2,3,3
6284,Gilbert Goodmate and the Mushroom of Phungoria,Jun 23 2015,0,0,0,1,0,13,533,533,7.99,2,1,1
6285,Rugby World Cup 2015,Sep 4 2015,0,0,0,1,0,10,2870,2690,29.99,1,1,3
6286,Vektor Wars,Jun 4 2015,0,0,0,1,0,12,5739,1347,6.99,2,3,1
6287,Volume,Aug 18 2015,0,2,80,3,265,15,181681,47707,19.99,2,2,2
6288,AdvertCity,Jun 5 2015,0,1,0,1,0,39,9685,5919,19.99,3,3,2
6289,Flying Tigers: Shadows Over China,Aug 18 2015,0,2,0,4,275,17,44120,19011,15.99,6,1,2
6290,Company of Heroes 2 - The British Forces,Sep 2 2015,17,3,80,3,0,11,0,0,3.24,1,3,1
6291,Starchaser: Priestess of the Night Sky,Jul 24 2015,0,0,0,1,0,14,5380,2152,9.99,2,1,1
6292,Spaceman Sparkles 2,May 20 2015,0,0,0,1,0,6,4663,2690,2.99,1,1,1
6293,Below Kryll,Sep 7 2015,0,0,0,1,0,28,3766,1614,4.99,4,1,3
6294,Mirrored - Chapter 1,Oct 30 2015,0,0,0,1,0,6,5560,3049,1.99,2,3,1
6295,Heroes of Normandie,Oct 1 2015,0,2,65,2,123,14,8967,7891,29.99,1,1,2
6296,Pixel Dungeon,May 29 2015,0,0,0,1,120,9,9326,7891,4.99,4,3,1
6297,STOORM - Full Edition.,Aug 31 2015,0,0,0,1,0,15,5560,533,3.99,2,1,1
6298,rFactor 2,Nov 12 2015,0,0,0,1,308,23,26723,24930,31.99,3,1,2
6299,Rogue System,May 16 2016,0,0,0,1,0,12,3049,2332,29.99,2,1,1
6300,Generic Space Shooter,Mar 11 2016,0,0,0,1,0,7,3228,803,2.99,2,3,1
6301,Iggys Egg Adventure,Aug 27 2015,0,0,0,1,120,23,6636,5380,4.99,3,2,1
6302,Star Balls,Aug 18 2015,0,0,0,2,0,4,0,0,4.99,4,2,1
6303,Teddy Terror,May 21 2015,0,0,0,2,0,15,8429,1435,4.99,5,1,1
6304,Champions Of Chaos 2,Sep 24 2015,0,0,0,1,0,6,1076,535,1.99,4,1,1
6305,Hounds : The Last Hope,Jan 27 2016,0,25,0,4,154,6,4842,3946,34.99,3,1,3
6306,Disposable Heroes,Mar 22 2016,0,1,0,1,0,18,6277,2332,4.99,4,1,2
6307,Sleep Attack,May 28 2015,0,0,0,1,0,5,10940,5022,6.99,3,2,1
6308,Wurm Unlimited,Oct 21 2015,0,0,0,2,872,16,44837,43403,29.99,3,2,4
6309,BASEBALL STARS 2,Apr 27 2016,0,0,0,1,0,9,21881,3408,7.99,1,1,1
6310,METAL SLUG,Jun 25 2015,0,0,0,1,453,9,133795,76403,7.99,1,1,3
6311,METAL SLUG 2,Apr 14 2016,0,0,0,1,0,12,29772,6457,6.99,1,1,1
6312,SHOCK TROOPERS,May 18 2016,0,0,0,1,0,7,17038,2690,7.99,1,1,3
6313,TWINKLE STAR SPRITES,May 26 2016,0,0,0,1,0,8,18114,4304,7.99,1,1,2
6314,Carp Fishing Simulator,Apr 28 2015,0,0,0,1,105,13,9147,3408,12.99,3,1,1
6315,Seasons after Fall,Sep 2 2016,0,0,76,2,219,9,34794,22598,14.99,2,1,1
6316,ROGUS - Kingdom of The Lost Souls,Jun 30 2015,0,0,0,1,0,8,5739,1070,4.99,1,1,1
6317,Dead Star,Apr 5 2016,0,3,0,1,0,11,2690,2690,19.99,2,1,1
6318,Ludoku,May 25 2015,0,0,0,1,0,5,5919,717,4.99,2,1,1
6319,Savage Resurrection,Aug 18 2016,0,1,0,2,869,7,65463,48066,19.99,3,1,1
6320,Pavel Quest,May 13 2015,0,0,0,1,0,5,2332,1351,2.99,2,2,1
6321,Ruzar - The Life Stone,Dec 2 2015,0,1,0,1,0,28,1076,897,12.99,1,3,1
6322,Esenthel Engine,Apr 2015,0,0,0,4,0,15,107251,35691,0.0,1,3,0
6323,Zeuxis : procedural texture generator,Jun 2 2015,0,0,0,1,0,6,0,0,6.99,1,2,0
6324,CastleAbra,Jun 5 2015,0,0,0,1,0,8,3408,544,6.99,1,1,1
6325,Fazbear Nightmare,TBA,0,0,0,1,0,8,0,0,0.0,3,1,3
6326,Prompt,Jul 6 2015,0,1,0,1,0,9,3408,1614,4.99,1,3,2
6327,Withstand: Apotheosis,Jul 31 2015,0,0,0,1,0,6,3946,1793,4.99,3,1,1
6328,Not without my donuts,Apr 28 2015,0,0,0,1,0,9,11299,5919,3.99,4,1,3
6329,Broken Bots,Jun 8 2016,0,0,0,1,0,5,5022,2511,6.99,2,3,3
6330,Shiness: The Lightning Kingdom,2016,0,0,0,3,0,9,1793,540,25.49,4,1,1
6331,The Travels of Marco Polo,May 6 2015,0,0,0,1,0,5,2152,717,6.99,3,2,1
6332,Cue Club 2: Pool & Snooker,Mar 7 2016,0,0,0,4,0,20,1873,1873,18.99,6,1,2
6333,Breakout Invaders,Apr 24 2015,0,0,0,1,0,10,23674,2511,2.99,3,1,1
6334,Adorables,Mar 30 2016,0,0,0,2,401,18,94338,73175,2.99,4,1,2
6335,Magical Eyes - Red is for Anguish,Mar 30 2016,0,0,77,1,0,12,2690,2152,14.99,2,1,1
6336,Mainland,May 8 2015,0,0,0,1,195,10,108327,33000,0.0,3,1,1
6337,Dungeon Hero,Jul 7 2015,0,0,0,1,0,29,18832,4842,6.99,5,3,3
6338,Call of Duty(r): Black Ops III,Nov 5 2015,17,4,0,10,44352,15,0,0,59.99,2,1,3
6339,Spy Bugs,Jun 26 2015,0,0,0,1,0,13,7891,1614,9.99,3,3,1
6340,Narcosis,2016,0,0,0,2,0,7,0,0,0.0,2,1,2
6341,Zombie Zoeds,May 20 2015,0,0,0,2,879,9,166795,108327,3.99,4,1,1
6342,The Long Journey Home,Q4 2016,0,0,0,1,0,9,0,0,0.0,3,1,1
6343,SECTOR,Jun 29 2015,0,0,0,0,0,8,60800,4663,0.0,2,1,1
6344,Mighty Switch Force! Hyper Drive Edition,Jun 25 2015,0,0,85,1,165,6,12375,7712,9.99,2,1,1
6345,Puzzle Station 15th Anniversary Retro Release,Apr 30 2015,0,0,0,1,0,5,14348,1793,3.99,2,1,1
6346,Fine Sweeper,May 25 2015,0,0,0,1,268,11,51294,25288,2.99,2,1,1
6347,Vernons Legacy,Mar 30 2016,0,0,0,1,0,8,6277,2690,11.99,3,1,1
6348,No One But You,Jan 19 2016,0,1,0,2,141,10,5560,2690,9.99,3,3,1
6349,Lootfest,May 14 2015,0,0,0,2,0,26,3946,2690,0.99,4,1,3
6350,InsanZ - Retro Survival Horror,Apr 27 2015,0,2,0,1,0,8,0,0,7.99,2,1,1
6351,Vindicator: Uprising,Jul 3 2015,0,0,0,1,0,5,0,0,2.99,3,1,1
6352,Helena The 3rd,May 1 2015,0,0,0,1,0,5,6098,808,0.99,2,1,2
6353,Songbringer,2016,0,0,0,1,0,9,808,1088,0.0,4,3,2
6354,Dustbowl,May 18 2015,0,1,0,1,0,8,3228,2511,8.99,3,1,1
6355,Seduce Me the Otome,Jun 4 2015,16,2,0,1,1445,6,231720,111555,0.0,2,3,1
6356,Wish Project,Mar 22 2016,0,0,0,1,0,12,1793,897,1.99,2,1,2
6357,Egyptian Settlement Gold,May 12 2015,0,0,0,1,0,7,1076,897,7.99,3,1,1
6358,Avenging Angel,Jun 1 2015,0,0,0,1,0,14,8788,5022,9.99,4,1,1
